date,name,value,rank,lastValue
2020-03-31,Foster the People,724,0,723
2020-03-31,Gen Hoshino,0,51,0
2020-03-31,Guru Woof Música Relaxante Para Crianças,0,46,0
2020-03-31,Hermeto Pascoal,0,45,0
2020-03-31,Hiromi,52,10,52
2020-03-31,J Rabbit,24,21,24
2020-03-31,Jamiroquai,38,14,37
2020-03-31,Jimi Hendrix,10,31,10
2020-03-31,Jimmy Ponder,5,34,5
2020-03-31,John Mayer,24,22,24
2020-03-31,KT Tunstall,34,16,34
2020-03-31,Kenshi Yonezu,23,23,23
2020-03-31,Khruangbin,22,24,22
2020-03-31,Kristen Bell,50,11,50
2020-03-31,Novos Baianos,21,26,20
2020-03-31,OKAMOTO'S,0,47,0
2020-03-31,Oscar Peterson,32,17,32
2020-03-31,Phoenix,96,3,96
2020-03-31,Pomplamoose,0,44,0
2020-03-31,Public Enemy,0,53,0
2020-03-31,Rage Against the Machine,64,8,64
2020-03-31,Red Hot Chili Peppers,72,5,72
2020-03-31,Rina Sawayama,11,28,10
2020-03-31,Romes,0,52,0
2020-03-31,Saint Motel,37,15,37
2020-03-31,Sakanaction,21,25,20
2020-03-31,Self,0,49,0
2020-03-31,Stella Jang,0,48,0
2020-03-31,Taichi Mukai,0,54,0
2020-03-31,Tame Impala,62,9,62
2020-03-31,The Dave Brubeck Quartet,3,38,3
2020-03-31,The Fearless Flyers,4,35,4
2020-03-31,The Knocks,48,12,48
2020-03-31,The Kooks,78,4,78
2020-03-31,The Shins,31,19,30
2020-03-31,The Strokes,24,20,24
2020-03-31,UNISON SQUARE GARDEN,0,42,0
2020-03-31,Vulfpeck,184,2,184
2020-03-31,Wednesday Campanella,45,13,45
2020-03-31,Yuki Hayashi,0,40,0
2020-03-31,フレデリック,5,33,5
2020-03-31,久石譲,66,7,54
2020-04-01,Anderson .Paak,7,33,7
2020-04-01,Antônio Carlos Jobim,10,30,10
2020-04-01,Arctic Monkeys,18,27,17
2020-04-01,Babu Santana,72,5,69
2020-04-01,Baco Exu do Blues,8,32,0
2020-04-01,Castlebeat,0,44,0
2020-04-01,Chico Buarque,12,28,11
2020-04-01,Chihiro Yamanaka,4,37,4
2020-04-01,Christian McBride,2,40,2
2020-04-01,Cory Wong,305,1,304
2020-04-01,Daft Punk,4,38,4
2020-04-01,Emicida,0,51,0
2020-04-01,Fitz and the Tantrums,31,18,31
2020-04-01,Foster the People,724,0,724
2020-04-01,Gen Hoshino,0,52,0
2020-04-01,Guru Woof Música Relaxante Para Crianças,0,46,0
2020-04-01,Hermeto Pascoal,0,47,0
2020-04-01,Hiromi,52,10,52
2020-04-01,J Rabbit,24,21,24
2020-04-01,Jamiroquai,39,14,38
2020-04-01,Jimi Hendrix,10,31,10
2020-04-01,Jimmy Ponder,6,35,5
2020-04-01,John Mayer,24,22,24
2020-04-01,KT Tunstall,34,16,34
2020-04-01,Kenshi Yonezu,24,23,23
2020-04-01,Khruangbin,23,24,22
2020-04-01,Kristen Bell,50,11,50
2020-04-01,Novos Baianos,21,26,21
2020-04-01,OKAMOTO'S,0,48,0
2020-04-01,Oscar Peterson,32,17,32
2020-04-01,Phoenix,96,3,96
2020-04-01,Pomplamoose,0,42,0
2020-04-01,Public Enemy,0,45,0
2020-04-01,Rage Against the Machine,64,8,64
2020-04-01,Red Hot Chili Peppers,72,6,72
2020-04-01,Rina Sawayama,11,29,11
2020-04-01,Romes,0,53,0
2020-04-01,Saint Motel,37,15,37
2020-04-01,Sakanaction,21,25,21
2020-04-01,Self,0,50,0
2020-04-01,Stella Jang,0,49,0
2020-04-01,Taichi Mukai,0,54,0
2020-04-01,Tame Impala,62,9,62
2020-04-01,The Dave Brubeck Quartet,4,39,3
2020-04-01,The Fearless Flyers,4,36,4
2020-04-01,The Knocks,48,12,48
2020-04-01,The Kooks,80,4,78
2020-04-01,The Shins,31,19,31
2020-04-01,The Strokes,24,20,24
2020-04-01,UNISON SQUARE GARDEN,0,43,0
2020-04-01,Vulfpeck,184,2,184
2020-04-01,Wednesday Campanella,45,13,45
2020-04-01,Yuki Hayashi,0,41,0
2020-04-01,フレデリック,6,34,5
2020-04-01,久石譲,66,7,66
2020-04-02,Anderson .Paak,7,33,7
2020-04-02,Antônio Carlos Jobim,10,31,10
2020-04-02,Arctic Monkeys,18,27,18
2020-04-02,Babu Santana,72,5,72
2020-04-02,Baco Exu do Blues,16,28,8
2020-04-02,Castlebeat,0,44,0
2020-04-02,Chico Buarque,12,29,12
2020-04-02,Chihiro Yamanaka,4,37,4
2020-04-02,Christian McBride,2,40,2
2020-04-02,Cory Wong,305,1,305
2020-04-02,Daft Punk,4,38,4
2020-04-02,Emicida,0,51,0
2020-04-02,Fitz and the Tantrums,31,18,31
2020-04-02,Foster the People,724,0,724
2020-04-02,Gen Hoshino,0,52,0
2020-04-02,Guru Woof Música Relaxante Para Crianças,0,46,0
2020-04-02,Hermeto Pascoal,0,47,0
2020-04-02,Hiromi,52,10,52
2020-04-02,J Rabbit,24,21,24
2020-04-02,Jamiroquai,39,14,39
2020-04-02,Jimi Hendrix,10,32,10
2020-04-02,Jimmy Ponder,6,35,6
2020-04-02,John Mayer,24,22,24
2020-04-02,KT Tunstall,34,16,34
2020-04-02,Kenshi Yonezu,24,23,24
2020-04-02,Khruangbin,23,24,23
2020-04-02,Kristen Bell,50,11,50
2020-04-02,Novos Baianos,21,26,21
2020-04-02,OKAMOTO'S,0,48,0
2020-04-02,Oscar Peterson,32,17,32
2020-04-02,Phoenix,96,3,96
2020-04-02,Pomplamoose,0,42,0
2020-04-02,Public Enemy,0,45,0
2020-04-02,Rage Against the Machine,64,8,64
2020-04-02,Red Hot Chili Peppers,72,6,72
2020-04-02,Rina Sawayama,11,30,11
2020-04-02,Romes,0,53,0
2020-04-02,Saint Motel,37,15,37
2020-04-02,Sakanaction,21,25,21
2020-04-02,Self,0,50,0
2020-04-02,Stella Jang,0,49,0
2020-04-02,Taichi Mukai,0,54,0
2020-04-02,Tame Impala,62,9,62
2020-04-02,The Dave Brubeck Quartet,4,39,4
2020-04-02,The Fearless Flyers,4,36,4
2020-04-02,The Knocks,48,12,48
2020-04-02,The Kooks,80,4,80
2020-04-02,The Shins,31,19,31
2020-04-02,The Strokes,24,20,24
2020-04-02,UNISON SQUARE GARDEN,0,43,0
2020-04-02,Vulfpeck,184,2,184
2020-04-02,Wednesday Campanella,45,13,45
2020-04-02,Yuki Hayashi,0,41,0
2020-04-02,フレデリック,6,34,6
2020-04-02,久石譲,66,7,66
2020-04-03,Anderson .Paak,7,33,7
2020-04-03,Antônio Carlos Jobim,10,31,10
2020-04-03,Arctic Monkeys,19,27,18
2020-04-03,Babu Santana,72,6,72
2020-04-03,Baco Exu do Blues,18,28,16
2020-04-03,Castlebeat,0,44,0
2020-04-03,Chico Buarque,12,29,12
2020-04-03,Chihiro Yamanaka,4,37,4
2020-04-03,Christian McBride,2,40,2
2020-04-03,Cory Wong,305,1,305
2020-04-03,Daft Punk,4,38,4
2020-04-03,Emicida,0,51,0
2020-04-03,Fitz and the Tantrums,31,18,31
2020-04-03,Foster the People,724,0,724
2020-04-03,Gen Hoshino,0,52,0
2020-04-03,Guru Woof Música Relaxante Para Crianças,0,46,0
2020-04-03,Hermeto Pascoal,0,47,0
2020-04-03,Hiromi,52,10,52
2020-04-03,J Rabbit,24,21,24
2020-04-03,Jamiroquai,39,14,39
2020-04-03,Jimi Hendrix,10,32,10
2020-04-03,Jimmy Ponder,6,35,6
2020-04-03,John Mayer,24,22,24
2020-04-03,KT Tunstall,34,16,34
2020-04-03,Kenshi Yonezu,24,23,24
2020-04-03,Khruangbin,23,24,23
2020-04-03,Kristen Bell,50,11,50
2020-04-03,Novos Baianos,21,26,21
2020-04-03,OKAMOTO'S,0,48,0
2020-04-03,Oscar Peterson,32,17,32
2020-04-03,Phoenix,96,3,96
2020-04-03,Pomplamoose,0,42,0
2020-04-03,Public Enemy,0,45,0
2020-04-03,Rage Against the Machine,64,8,64
2020-04-03,Red Hot Chili Peppers,73,5,72
2020-04-03,Rina Sawayama,11,30,11
2020-04-03,Romes,0,53,0
2020-04-03,Saint Motel,37,15,37
2020-04-03,Sakanaction,21,25,21
2020-04-03,Self,0,50,0
2020-04-03,Stella Jang,0,49,0
2020-04-03,Taichi Mukai,0,54,0
2020-04-03,Tame Impala,62,9,62
2020-04-03,The Dave Brubeck Quartet,4,39,4
2020-04-03,The Fearless Flyers,4,36,4
2020-04-03,The Knocks,48,12,48
2020-04-03,The Kooks,80,4,80
2020-04-03,The Shins,31,19,31
2020-04-03,The Strokes,24,20,24
2020-04-03,UNISON SQUARE GARDEN,0,43,0
2020-04-03,Vulfpeck,184,2,184
2020-04-03,Wednesday Campanella,45,13,45
2020-04-03,Yuki Hayashi,0,41,0
2020-04-03,フレデリック,6,34,6
2020-04-03,久石譲,66,7,66
2020-04-04,Anderson .Paak,7,33,7
2020-04-04,Antônio Carlos Jobim,10,31,10
2020-04-04,Arctic Monkeys,19,27,19
2020-04-04,Babu Santana,72,6,72
2020-04-04,Baco Exu do Blues,18,28,18
2020-04-04,Castlebeat,0,44,0
2020-04-04,Chico Buarque,12,29,12
2020-04-04,Chihiro Yamanaka,4,37,4
2020-04-04,Christian McBride,2,40,2
2020-04-04,Cory Wong,305,1,305
2020-04-04,Daft Punk,4,38,4
2020-04-04,Emicida,0,51,0
2020-04-04,Fitz and the Tantrums,31,18,31
2020-04-04,Foster the People,724,0,724
2020-04-04,Gen Hoshino,0,52,0
2020-04-04,Guru Woof Música Relaxante Para Crianças,0,46,0
2020-04-04,Hermeto Pascoal,0,47,0
2020-04-04,Hiromi,52,10,52
2020-04-04,J Rabbit,24,21,24
2020-04-04,Jamiroquai,40,14,39
2020-04-04,Jimi Hendrix,10,32,10
2020-04-04,Jimmy Ponder,6,35,6
2020-04-04,John Mayer,24,22,24
2020-04-04,KT Tunstall,34,16,34
2020-04-04,Kenshi Yonezu,24,23,24
2020-04-04,Khruangbin,24,24,23
2020-04-04,Kristen Bell,50,11,50
2020-04-04,Novos Baianos,21,26,21
2020-04-04,OKAMOTO'S,0,48,0
2020-04-04,Oscar Peterson,32,17,32
2020-04-04,Phoenix,97,3,96
2020-04-04,Pomplamoose,0,42,0
2020-04-04,Public Enemy,0,45,0
2020-04-04,Rage Against the Machine,65,8,64
2020-04-04,Red Hot Chili Peppers,73,5,73
2020-04-04,Rina Sawayama,11,30,11
2020-04-04,Romes,0,53,0
2020-04-04,Saint Motel,37,15,37
2020-04-04,Sakanaction,21,25,21
2020-04-04,Self,0,50,0
2020-04-04,Stella Jang,0,49,0
2020-04-04,Taichi Mukai,0,54,0
2020-04-04,Tame Impala,62,9,62
2020-04-04,The Dave Brubeck Quartet,4,39,4
2020-04-04,The Fearless Flyers,4,36,4
2020-04-04,The Knocks,48,12,48
2020-04-04,The Kooks,83,4,80
2020-04-04,The Shins,31,19,31
2020-04-04,The Strokes,24,20,24
2020-04-04,UNISON SQUARE GARDEN,0,43,0
2020-04-04,Vulfpeck,185,2,184
2020-04-04,Wednesday Campanella,46,13,45
2020-04-04,Yuki Hayashi,0,41,0
2020-04-04,フレデリック,6,34,6
2020-04-04,久石譲,66,7,66
2020-04-05,Anderson .Paak,7,33,7
2020-04-05,Antônio Carlos Jobim,10,31,10
2020-04-05,Arctic Monkeys,19,27,19
2020-04-05,Babu Santana,72,6,72
2020-04-05,Baco Exu do Blues,18,28,18
2020-04-05,Castlebeat,0,44,0
2020-04-05,Chico Buarque,12,29,12
2020-04-05,Chihiro Yamanaka,4,37,4
2020-04-05,Christian McBride,2,40,2
2020-04-05,Cory Wong,306,1,305
2020-04-05,Daft Punk,4,38,4
2020-04-05,Emicida,0,51,0
2020-04-05,Fitz and the Tantrums,31,18,31
2020-04-05,Foster the People,724,0,724
2020-04-05,Gen Hoshino,0,52,0
2020-04-05,Guru Woof Música Relaxante Para Crianças,0,46,0
2020-04-05,Hermeto Pascoal,0,47,0
2020-04-05,Hiromi,52,10,52
2020-04-05,J Rabbit,24,21,24
2020-04-05,Jamiroquai,40,14,40
2020-04-05,Jimi Hendrix,10,32,10
2020-04-05,Jimmy Ponder,6,35,6
2020-04-05,John Mayer,24,22,24
2020-04-05,KT Tunstall,34,16,34
2020-04-05,Kenshi Yonezu,24,23,24
2020-04-05,Khruangbin,24,24,24
2020-04-05,Kristen Bell,50,11,50
2020-04-05,Novos Baianos,21,26,21
2020-04-05,OKAMOTO'S,0,48,0
2020-04-05,Oscar Peterson,32,17,32
2020-04-05,Phoenix,97,3,97
2020-04-05,Pomplamoose,0,42,0
2020-04-05,Public Enemy,0,45,0
2020-04-05,Rage Against the Machine,65,8,65
2020-04-05,Red Hot Chili Peppers,73,5,73
2020-04-05,Rina Sawayama,11,30,11
2020-04-05,Romes,0,53,0
2020-04-05,Saint Motel,37,15,37
2020-04-05,Sakanaction,21,25,21
2020-04-05,Self,0,50,0
2020-04-05,Stella Jang,0,49,0
2020-04-05,Taichi Mukai,0,54,0
2020-04-05,Tame Impala,62,9,62
2020-04-05,The Dave Brubeck Quartet,4,39,4
2020-04-05,The Fearless Flyers,4,36,4
2020-04-05,The Knocks,48,12,48
2020-04-05,The Kooks,84,4,83
2020-04-05,The Shins,31,19,31
2020-04-05,The Strokes,24,20,24
2020-04-05,UNISON SQUARE GARDEN,0,43,0
2020-04-05,Vulfpeck,186,2,185
2020-04-05,Wednesday Campanella,46,13,46
2020-04-05,Yuki Hayashi,0,41,0
2020-04-05,フレデリック,6,34,6
2020-04-05,久石譲,66,7,66
2020-04-06,Anderson .Paak,7,33,7
2020-04-06,Antônio Carlos Jobim,10,32,10
2020-04-06,Arctic Monkeys,19,28,19
2020-04-06,Babu Santana,73,5,72
2020-04-06,Baco Exu do Blues,28,20,18
2020-04-06,Castlebeat,0,42,0
2020-04-06,Chico Buarque,13,30,12
2020-04-06,Chihiro Yamanaka,4,37,4
2020-04-06,Christian McBride,2,40,2
2020-04-06,Cory Wong,311,1,306
2020-04-06,Daft Punk,4,38,4
2020-04-06,Emicida,0,45,0
2020-04-06,Fitz and the Tantrums,32,17,31
2020-04-06,Foster the People,725,0,724
2020-04-06,Gen Hoshino,0,48,0
2020-04-06,Guru Woof Música Relaxante Para Crianças,0,49,0
2020-04-06,Hermeto Pascoal,0,51,0
2020-04-06,Hiromi,54,10,52
2020-04-06,J Rabbit,24,24,24
2020-04-06,Jamiroquai,41,14,40
2020-04-06,Jimi Hendrix,10,31,10
2020-04-06,Jimmy Ponder,6,34,6
2020-04-06,John Mayer,25,22,24
2020-04-06,KT Tunstall,34,16,34
2020-04-06,Kenshi Yonezu,25,23,24
2020-04-06,Khruangbin,24,25,24
2020-04-06,Kristen Bell,50,11,50
2020-04-06,Novos Baianos,21,27,21
2020-04-06,OKAMOTO'S,0,44,0
2020-04-06,Oscar Peterson,32,18,32
2020-04-06,Phoenix,97,3,97
2020-04-06,Pomplamoose,0,53,0
2020-04-06,Public Enemy,0,52,0
2020-04-06,Rage Against the Machine,65,8,65
2020-04-06,Red Hot Chili Peppers,73,6,73
2020-04-06,Rina Sawayama,14,29,11
2020-04-06,Romes,0,50,0
2020-04-06,Saint Motel,37,15,37
2020-04-06,Sakanaction,21,26,21
2020-04-06,Self,0,47,0
2020-04-06,Stella Jang,0,46,0
2020-04-06,Taichi Mukai,0,54,0
2020-04-06,Tame Impala,62,9,62
2020-04-06,The Dave Brubeck Quartet,4,39,4
2020-04-06,The Fearless Flyers,4,36,4
2020-04-06,The Knocks,48,12,48
2020-04-06,The Kooks,84,4,84
2020-04-06,The Shins,31,19,31
2020-04-06,The Strokes,25,21,24
2020-04-06,UNISON SQUARE GARDEN,0,43,0
2020-04-06,Vulfpeck,190,2,186
2020-04-06,Wednesday Campanella,46,13,46
2020-04-06,Yuki Hayashi,0,41,0
2020-04-06,フレデリック,6,35,6
2020-04-06,久石譲,69,7,66
2020-04-07,Anderson .Paak,7,33,7
2020-04-07,Antônio Carlos Jobim,10,32,10
2020-04-07,Arctic Monkeys,20,28,19
2020-04-07,Babu Santana,75,5,73
2020-04-07,Baco Exu do Blues,34,16,28
2020-04-07,Castlebeat,0,42,0
2020-04-07,Chico Buarque,13,30,13
2020-04-07,Chihiro Yamanaka,4,37,4
2020-04-07,Christian McBride,2,40,2
2020-04-07,Cory Wong,314,1,311
2020-04-07,Daft Punk,4,38,4
2020-04-07,Emicida,0,45,0
2020-04-07,Fitz and the Tantrums,32,18,32
2020-04-07,Foster the People,725,0,725
2020-04-07,Gen Hoshino,0,48,0
2020-04-07,Guru Woof Música Relaxante Para Crianças,0,49,0
2020-04-07,Hermeto Pascoal,0,51,0
2020-04-07,Hiromi,54,10,54
2020-04-07,J Rabbit,24,24,24
2020-04-07,Jamiroquai,41,14,41
2020-04-07,Jimi Hendrix,10,31,10
2020-04-07,Jimmy Ponder,6,35,6
2020-04-07,John Mayer,25,22,25
2020-04-07,KT Tunstall,34,17,34
2020-04-07,Kenshi Yonezu,25,23,25
2020-04-07,Khruangbin,24,25,24
2020-04-07,Kristen Bell,50,11,50
2020-04-07,Novos Baianos,21,27,21
2020-04-07,OKAMOTO'S,0,44,0
2020-04-07,Oscar Peterson,32,19,32
2020-04-07,Phoenix,97,3,97
2020-04-07,Pomplamoose,0,53,0
2020-04-07,Public Enemy,0,52,0
2020-04-07,Rage Against the Machine,65,8,65
2020-04-07,Red Hot Chili Peppers,74,6,73
2020-04-07,Rina Sawayama,17,29,14
2020-04-07,Romes,0,50,0
2020-04-07,Saint Motel,37,15,37
2020-04-07,Sakanaction,21,26,21
2020-04-07,Self,0,47,0
2020-04-07,Stella Jang,0,46,0
2020-04-07,Taichi Mukai,0,54,0
2020-04-07,Tame Impala,62,9,62
2020-04-07,The Dave Brubeck Quartet,4,39,4
2020-04-07,The Fearless Flyers,4,36,4
2020-04-07,The Knocks,48,12,48
2020-04-07,The Kooks,86,4,84
2020-04-07,The Shins,31,20,31
2020-04-07,The Strokes,25,21,25
2020-04-07,UNISON SQUARE GARDEN,0,43,0
2020-04-07,Vulfpeck,193,2,190
2020-04-07,Wednesday Campanella,46,13,46
2020-04-07,Yuki Hayashi,0,41,0
2020-04-07,フレデリック,7,34,6
2020-04-07,久石譲,71,7,69
2020-04-08,Anderson .Paak,7,33,7
2020-04-08,Antônio Carlos Jobim,12,31,10
2020-04-08,Arctic Monkeys,20,28,20
2020-04-08,Babu Santana,75,5,75
2020-04-08,Baco Exu do Blues,34,16,34
2020-04-08,Castlebeat,0,42,0
2020-04-08,Chico Buarque,14,30,13
2020-04-08,Chihiro Yamanaka,4,37,4
2020-04-08,Christian McBride,2,40,2
2020-04-08,Cory Wong,314,1,314
2020-04-08,Daft Punk,4,38,4
2020-04-08,Emicida,0,45,0
2020-04-08,Fitz and the Tantrums,32,19,32
2020-04-08,Foster the People,727,0,725
2020-04-08,Gen Hoshino,0,48,0
2020-04-08,Guru Woof Música Relaxante Para Crianças,0,49,0
2020-04-08,Hermeto Pascoal,0,51,0
2020-04-08,Hiromi,54,10,54
2020-04-08,J Rabbit,24,24,24
2020-04-08,Jamiroquai,42,14,41
2020-04-08,Jimi Hendrix,10,32,10
2020-04-08,Jimmy Ponder,7,34,6
2020-04-08,John Mayer,25,22,25
2020-04-08,KT Tunstall,34,17,34
2020-04-08,Kenshi Yonezu,25,23,25
2020-04-08,Khruangbin,24,25,24
2020-04-08,Kristen Bell,50,11,50
2020-04-08,Novos Baianos,21,27,21
2020-04-08,OKAMOTO'S,0,44,0
2020-04-08,Oscar Peterson,33,18,32
2020-04-08,Phoenix,97,3,97
2020-04-08,Pomplamoose,0,53,0
2020-04-08,Public Enemy,0,52,0
2020-04-08,Rage Against the Machine,65,8,65
2020-04-08,Red Hot Chili Peppers,75,6,74
2020-04-08,Rina Sawayama,17,29,17
2020-04-08,Romes,0,50,0
2020-04-08,Saint Motel,38,15,37
2020-04-08,Sakanaction,21,26,21
2020-04-08,Self,0,47,0
2020-04-08,Stella Jang,0,46,0
2020-04-08,Taichi Mukai,0,54,0
2020-04-08,Tame Impala,62,9,62
2020-04-08,The Dave Brubeck Quartet,4,39,4
2020-04-08,The Fearless Flyers,4,36,4
2020-04-08,The Knocks,48,13,48
2020-04-08,The Kooks,88,4,86
2020-04-08,The Shins,31,20,31
2020-04-08,The Strokes,26,21,25
2020-04-08,UNISON SQUARE GARDEN,0,43,0
2020-04-08,Vulfpeck,195,2,193
2020-04-08,Wednesday Campanella,49,12,46
2020-04-08,Yuki Hayashi,0,41,0
2020-04-08,フレデリック,7,35,7
2020-04-08,久石譲,71,7,71
2020-04-09,Anderson .Paak,8,34,7
2020-04-09,Antônio Carlos Jobim,13,31,12
2020-04-09,Arctic Monkeys,21,28,20
2020-04-09,Babu Santana,76,7,75
2020-04-09,Baco Exu do Blues,38,16,34
2020-04-09,Castlebeat,0,42,0
2020-04-09,Chico Buarque,17,30,14
2020-04-09,Chihiro Yamanaka,4,37,4
2020-04-09,Christian McBride,2,40,2
2020-04-09,Cory Wong,314,1,314
2020-04-09,Daft Punk,4,38,4
2020-04-09,Emicida,0,45,0
2020-04-09,Fitz and the Tantrums,32,20,32
2020-04-09,Foster the People,731,0,727
2020-04-09,Gen Hoshino,0,48,0
2020-04-09,Guru Woof Música Relaxante Para Crianças,0,49,0
2020-04-09,Hermeto Pascoal,0,51,0
2020-04-09,Hiromi,56,10,54
2020-04-09,J Rabbit,24,25,24
2020-04-09,Jamiroquai,44,14,42
2020-04-09,Jimi Hendrix,12,32,10
2020-04-09,Jimmy Ponder,8,35,7
2020-04-09,John Mayer,25,22,25
2020-04-09,KT Tunstall,36,17,34
2020-04-09,Kenshi Yonezu,25,23,25
2020-04-09,Khruangbin,24,24,24
2020-04-09,Kristen Bell,51,12,50
2020-04-09,Novos Baianos,21,27,21
2020-04-09,OKAMOTO'S,0,44,0
2020-04-09,Oscar Peterson,33,18,33
2020-04-09,Phoenix,97,4,97
2020-04-09,Pomplamoose,0,53,0
2020-04-09,Public Enemy,0,52,0
2020-04-09,Rage Against the Machine,65,9,65
2020-04-09,Red Hot Chili Peppers,78,6,75
2020-04-09,Rina Sawayama,17,29,17
2020-04-09,Romes,0,50,0
2020-04-09,Saint Motel,39,15,38
2020-04-09,Sakanaction,21,26,21
2020-04-09,Self,0,47,0
2020-04-09,Stella Jang,0,46,0
2020-04-09,Taichi Mukai,0,54,0
2020-04-09,Tame Impala,108,3,62
2020-04-09,The Dave Brubeck Quartet,4,39,4
2020-04-09,The Fearless Flyers,4,36,4
2020-04-09,The Knocks,48,13,48
2020-04-09,The Kooks,91,5,88
2020-04-09,The Shins,32,19,31
2020-04-09,The Strokes,31,21,26
2020-04-09,UNISON SQUARE GARDEN,0,43,0
2020-04-09,Vulfpeck,199,2,195
2020-04-09,Wednesday Campanella,53,11,49
2020-04-09,Yuki Hayashi,0,41,0
2020-04-09,フレデリック,9,33,7
2020-04-09,久石譲,72,8,71
2020-04-10,Anderson .Paak,8,34,8
2020-04-10,Antônio Carlos Jobim,13,31,13
2020-04-10,Arctic Monkeys,21,28,21
2020-04-10,Babu Santana,76,7,76
2020-04-10,Baco Exu do Blues,47,14,38
2020-04-10,Castlebeat,0,42,0
2020-04-10,Chico Buarque,17,30,17
2020-04-10,Chihiro Yamanaka,4,37,4
2020-04-10,Christian McBride,2,40,2
2020-04-10,Cory Wong,314,1,314
2020-04-10,Daft Punk,4,38,4
2020-04-10,Emicida,0,45,0
2020-04-10,Fitz and the Tantrums,32,20,32
2020-04-10,Foster the People,731,0,731
2020-04-10,Gen Hoshino,0,48,0
2020-04-10,Guru Woof Música Relaxante Para Crianças,0,49,0
2020-04-10,Hermeto Pascoal,0,51,0
2020-04-10,Hiromi,56,10,56
2020-04-10,J Rabbit,24,25,24
2020-04-10,Jamiroquai,44,15,44
2020-04-10,Jimi Hendrix,12,32,12
2020-04-10,Jimmy Ponder,8,35,8
2020-04-10,John Mayer,25,22,25
2020-04-10,KT Tunstall,36,17,36
2020-04-10,Kenshi Yonezu,25,23,25
2020-04-10,Khruangbin,24,24,24
2020-04-10,Kristen Bell,51,12,51
2020-04-10,Novos Baianos,21,27,21
2020-04-10,OKAMOTO'S,0,44,0
2020-04-10,Oscar Peterson,33,18,33
2020-04-10,Phoenix,97,4,97
2020-04-10,Pomplamoose,0,53,0
2020-04-10,Public Enemy,0,52,0
2020-04-10,Rage Against the Machine,65,9,65
2020-04-10,Red Hot Chili Peppers,78,6,78
2020-04-10,Rina Sawayama,17,29,17
2020-04-10,Romes,0,50,0
2020-04-10,Saint Motel,39,16,39
2020-04-10,Sakanaction,21,26,21
2020-04-10,Self,0,47,0
2020-04-10,Stella Jang,0,46,0
2020-04-10,Taichi Mukai,0,54,0
2020-04-10,Tame Impala,108,3,108
2020-04-10,The Dave Brubeck Quartet,4,39,4
2020-04-10,The Fearless Flyers,4,36,4
2020-04-10,The Knocks,48,13,48
2020-04-10,The Kooks,91,5,91
2020-04-10,The Shins,32,19,32
2020-04-10,The Strokes,31,21,31
2020-04-10,UNISON SQUARE GARDEN,0,43,0
2020-04-10,Vulfpeck,199,2,199
2020-04-10,Wednesday Campanella,53,11,53
2020-04-10,Yuki Hayashi,0,41,0
2020-04-10,フレデリック,9,33,9
2020-04-10,久石譲,72,8,72
2020-04-11,Anderson .Paak,8,34,8
2020-04-11,Antônio Carlos Jobim,13,31,13
2020-04-11,Arctic Monkeys,21,28,21
2020-04-11,Babu Santana,76,7,76
2020-04-11,Baco Exu do Blues,47,14,47
2020-04-11,Castlebeat,0,42,0
2020-04-11,Chico Buarque,17,30,17
2020-04-11,Chihiro Yamanaka,4,37,4
2020-04-11,Christian McBride,2,40,2
2020-04-11,Cory Wong,314,1,314
2020-04-11,Daft Punk,4,38,4
2020-04-11,Emicida,0,45,0
2020-04-11,Fitz and the Tantrums,32,20,32
2020-04-11,Foster the People,731,0,731
2020-04-11,Gen Hoshino,0,48,0
2020-04-11,Guru Woof Música Relaxante Para Crianças,0,49,0
2020-04-11,Hermeto Pascoal,0,51,0
2020-04-11,Hiromi,56,10,56
2020-04-11,J Rabbit,24,25,24
2020-04-11,Jamiroquai,44,15,44
2020-04-11,Jimi Hendrix,12,32,12
2020-04-11,Jimmy Ponder,8,35,8
2020-04-11,John Mayer,25,22,25
2020-04-11,KT Tunstall,36,17,36
2020-04-11,Kenshi Yonezu,25,23,25
2020-04-11,Khruangbin,24,24,24
2020-04-11,Kristen Bell,51,12,51
2020-04-11,Novos Baianos,21,27,21
2020-04-11,OKAMOTO'S,0,44,0
2020-04-11,Oscar Peterson,33,18,33
2020-04-11,Phoenix,97,4,97
2020-04-11,Pomplamoose,0,53,0
2020-04-11,Public Enemy,0,52,0
2020-04-11,Rage Against the Machine,65,9,65
2020-04-11,Red Hot Chili Peppers,78,6,78
2020-04-11,Rina Sawayama,17,29,17
2020-04-11,Romes,0,50,0
2020-04-11,Saint Motel,39,16,39
2020-04-11,Sakanaction,21,26,21
2020-04-11,Self,0,47,0
2020-04-11,Stella Jang,0,46,0
2020-04-11,Taichi Mukai,0,54,0
2020-04-11,Tame Impala,108,3,108
2020-04-11,The Dave Brubeck Quartet,4,39,4
2020-04-11,The Fearless Flyers,4,36,4
2020-04-11,The Knocks,48,13,48
2020-04-11,The Kooks,91,5,91
2020-04-11,The Shins,32,19,32
2020-04-11,The Strokes,31,21,31
2020-04-11,UNISON SQUARE GARDEN,0,43,0
2020-04-11,Vulfpeck,199,2,199
2020-04-11,Wednesday Campanella,53,11,53
2020-04-11,Yuki Hayashi,0,41,0
2020-04-11,フレデリック,9,33,9
2020-04-11,久石譲,72,8,72
2020-04-12,Anderson .Paak,8,34,8
2020-04-12,Antônio Carlos Jobim,13,31,13
2020-04-12,Arctic Monkeys,21,28,21
