,streak,name,date
5160,24,Hiromi,2020-01-10 17:26:00
5161,9,Foster the People,2020-01-10 14:45:00
5177,3,Kristen Anderson-Lopez,2020-01-10 03:47:00
5199,20,Foster the People,2020-01-09 16:56:00
5210,2,Idina Menzel,2020-01-09 14:28:00
5211,19,Foster the People,2020-01-08 19:12:00
5212,3,Jacob Collier,2020-01-08 18:34:00
5213,3,Cory Wong,2020-01-08 18:19:00
5215,10,Des Rocs,2020-01-08 17:12:00
5221,10,Takuya Kuroda,2020-01-07 21:18:00
5222,11,Novos Baianos,2020-01-07 20:36:00
5223,18,The Shins,2020-01-07 18:15:00
5247,12,John Mayer,2020-01-06 22:02:00
5248,2,Hiromi,2020-01-06 19:39:00
5249,15,Rage Against the Machine,2020-01-06 17:35:00
5250,2,The Knocks,2020-01-06 16:43:00
5251,11,Foster the People,2020-01-06 13:49:00
5261,3,Kristen Anderson-Lopez,2020-01-06 04:03:00
5274,29,Cory Wong,2020-01-05 19:06:00
5275,6,Foster the People,2020-01-05 18:37:00
5285,5,Phoenix,2020-01-05 17:44:00
5287,6,Rage Against the Machine,2020-01-05 00:33:00
5302,13,Jamiroquai,2020-01-03 16:49:00
5306,20,Scary Goldings,2020-01-02 21:44:00
5307,4,Foster the People,2020-01-02 21:08:00
5308,2,The Knocks,2020-01-02 21:01:00
5309,47,Foster the People,2020-01-02 17:58:00
5311,7,Foster the People,2020-01-02 17:15:00
5312,2,The Knocks,2020-01-02 17:08:00
5313,8,Foster the People,2020-01-02 16:38:00
